case,case_name,resolution,configured_dp,time,k,r_inner,r_outer,population,effective_volume,analytic_volume,pressure_mean,radius_mean,flux_in,flux_out,fv_rate,current_rate,correction_rate,lap_correction
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,4,0.025,0.03125,128.0,6.55366e-05,6.23819e-05,942.879,0.0280837,0.123586,0.020452,1573.68,-120.271,1693.95,249265.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,5,0.03125,0.0375,186.0,9.52328e-05,9.30615e-05,941.259,0.0346905,0.020452,-0.134712,1629.31,-3780.92,5410.23,796115.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,6,0.0375,0.04375,254.0,0.000130049,0.000129877,948.32,0.0409854,-0.134712,2.77647,-22385.3,-9819.72,-12565.6,-1849020.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,7,0.04375,0.05,522.0,0.000267265,0.000172829,827.033,0.0481259,2.77647,44.142,-154774.0,6503.84,-161277.0,-23732000.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,0,0.0,0.00625,1.0,5.12002e-07,1.02265e-06,984.413,4.69351e-16,0.0,0.000827557,-1616.32,-1675.74,59.4224,8744.01
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,1,0.00625,0.0125,18.0,9.21603e-06,7.15858e-06,981.88,0.0102092,0.000827557,0.0218108,-2276.82,-2520.79,243.975,35900.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,2,0.0125,0.01875,38.0,1.94561e-05,1.94304e-05,971.202,0.0167415,0.0218108,0.0809566,-3039.96,-2166.99,-872.97,-128457.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,3,0.01875,0.025,66.0,3.37923e-05,3.78382e-05,956.621,0.022149,0.0809566,0.123586,-1261.5,-799.115,-462.389,-68040.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,4,0.025,0.03125,128.0,6.55367e-05,6.23819e-05,942.879,0.0280838,0.123586,0.020452,1573.68,-120.264,1693.94,249264.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,5,0.03125,0.0375,186.0,9.5233e-05,9.30615e-05,941.259,0.0346906,0.020452,-0.134712,1629.31,-3780.91,5410.22,796114.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,6,0.0375,0.04375,254.0,0.000130049,0.000129877,948.32,0.0409854,-0.134712,2.77647,-22385.2,-9819.71,-12565.5,-1849020.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,7,0.04375,0.05,522.0,0.000267265,0.000172829,827.033,0.0481259,2.77647,44.142,-154774.0,6503.83,-161277.0,-23732000.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,0,0.0,0.00625,1.0,5.12003e-07,1.02265e-06,967.457,7.54928e-16,0.0,0.000477875,-933.344,-1671.17,737.829,108572.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,1,0.00625,0.0125,18.0,9.21605e-06,7.15858e-06,965.995,0.0102092,0.000477875,0.0255212,-2717.36,-3071.21,353.844,52068.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,2,0.0125,0.01875,38.0,1.94561e-05,1.94304e-05,953.501,0.0167415,0.0255212,0.102792,-3971.52,-2806.46,-1165.06,-171438.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,3,0.01875,0.025,66.0,3.37923e-05,3.78382e-05,934.987,0.022149,0.102792,0.160206,-1699.02,-1006.0,-693.022,-101978.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,4,0.025,0.03125,128.0,6.55368e-05,6.23819e-05,917.173,0.0280838,0.160206,0.0177714,2173.35,252.377,1920.97,282671.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,5,0.03125,0.0375,186.0,9.52332e-05,9.30615e-05,915.765,0.0346906,0.0177714,-0.224801,2547.14,-3539.35,6086.49,895628.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,6,0.0375,0.04375,254.0,0.000130049,0.000129877,927.549,0.0409854,-0.224801,2.83299,-23512.6,-10449.7,-13062.8,-1922200.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,7,0.04375,0.05,522.0,0.000267265,0.000172829,803.792,0.0481259,2.83299,42.9016,-149921.0,6724.64,-156645.0,-23050300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,0,0.0,0.00625,1.0,5.12003e-07,1.02265e-06,967.457,1.06719e-15,0.0,0.000477874,-933.342,-1671.17,737.829,108572.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,1,0.00625,0.0125,18.0,9.21606e-06,7.15858e-06,965.995,0.0102092,0.000477874,0.0255212,-2717.36,-3071.2,353.848,52068.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,2,0.0125,0.01875,38.0,1.94562e-05,1.94304e-05,953.501,0.0167415,0.0255212,0.102792,-3971.51,-2806.46,-1165.05,-171438.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,3,0.01875,0.025,66.0,3.37924e-05,3.78382e-05,934.987,0.022149,0.102792,0.160205,-1699.02,-1006.0,-693.018,-101978.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,4,0.025,0.03125,128.0,6.5537e-05,6.23819e-05,917.173,0.0280838,0.160205,0.0177714,2173.34,252.384,1920.96,282669.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,5,0.03125,0.0375,186.0,9.52334e-05,9.30615e-05,915.765,0.0346906,0.0177714,-0.224801,2547.13,-3539.35,6086.48,895626.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,6,0.0375,0.04375,254.0,0.000130049,0.000129877,927.549,0.0409855,-0.224801,2.83299,-23512.6,-10449.7,-13062.8,-1922190.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000884771,7,0.04375,0.05,522.0,0.000267266,0.000172829,803.792,0.048126,2.83299,42.9016,-149920.0,6724.63,-156645.0,-23050300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,0,0.0,0.00625,1.0,5.12005e-07,1.02265e-06,940.837,1.63597e-15,0.0,-0.000429157,838.191,-1128.66,1966.85,289422.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,1,0.00625,0.0125,18.0,9.21608e-06,7.15858e-06,942.15,0.0102092,-0.000429157,0.0253735,-2799.74,-3283.24,483.495,71146.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,2,0.0125,0.01875,38.0,1.94562e-05,1.94304e-05,929.728,0.0167415,0.0253735,0.117472,-4733.62,-3305.15,-1428.47,-210199.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,3,0.01875,0.025,66.0,3.37925e-05,3.78382e-05,908.57,0.022149,0.117472,0.188981,-2116.12,-1171.79,-944.335,-138959.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,4,0.025,0.03125,128.0,6.55371e-05,6.23819e-05,887.557,0.0280838,0.188981,0.00658995,2783.02,652.505,2130.51,313505.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,5,0.03125,0.0375,186.0,9.52336e-05,9.30615e-05,887.035,0.0346906,0.00658995,-0.334274,3579.24,-3242.28,6821.51,1003790.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,6,0.0375,0.04375,254.0,0.00013005,0.000129877,904.557,0.0409855,-0.334274,2.86069,-24567.3,-11090.4,-13476.8,-1983120.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,7,0.04375,0.05,522.0,0.000267266,0.000172829,779.59,0.048126,2.86069,41.6098,-144983.0,6895.96,-151879.0,-22349100.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,0,0.0,0.00625,1.0,5.12006e-07,1.02265e-06,940.837,2.22608e-15,0.0,-0.000429157,838.188,-1128.65,1966.84,289421.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,1,0.00625,0.0125,18.0,9.2161e-06,7.15858e-06,942.15,0.0102092,-0.000429157,0.0253735,-2799.74,-3283.24,483.501,71147.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,2,0.0125,0.01875,38.0,1.94562e-05,1.94304e-05,929.728,0.0167415,0.0253735,0.117472,-4733.61,-3305.15,-1428.46,-210198.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,3,0.01875,0.025,66.0,3.37925e-05,3.78382e-05,908.57,0.022149,0.117472,0.188981,-2116.11,-1171.78,-944.33,-138958.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,4,0.025,0.03125,128.0,6.55373e-05,6.23819e-05,887.557,0.0280838,0.188981,0.00658994,2783.01,652.514,2130.49,313502.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,5,0.03125,0.0375,186.0,9.52338e-05,9.30615e-05,887.035,0.0346907,0.00658994,-0.334274,3579.23,-3242.27,6821.5,1003780.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,6,0.0375,0.04375,254.0,0.00013005,0.000129877,904.557,0.0409855,-0.334274,2.86069,-24567.2,-11090.4,-13476.8,-1983110.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000965204,7,0.04375,0.05,522.0,0.000267266,0.000172829,779.59,0.048126,2.86069,41.6098,-144983.0,6895.95,-151879.0,-22349000.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,0,0.0,0.00625,1.0,5.12007e-07,1.02265e-06,903.165,2.8888e-15,0.0,-0.00200163,3909.37,87.9364,3821.44,562325.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,1,0.00625,0.0125,18.0,9.21612e-06,7.15858e-06,909.291,0.0102092,-0.00200163,0.0200199,-2389.46,-3020.01,630.556,92786.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,2,0.0125,0.01875,38.0,1.94563e-05,1.94304e-05,899.49,0.0167416,0.0200199,0.121273,-5204.15,-3572.7,-1631.44,-240067.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,3,0.01875,0.025,66.0,3.37926e-05,3.78382e-05,877.647,0.022149,0.121273,0.204838,-2472.87,-1269.93,-1202.94,-177013.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,4,0.025,0.03125,128.0,6.55374e-05,6.23819e-05,854.871,0.0280838,0.204838,-0.0152699,3358.51,1047.47,2311.03,340068.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,5,0.03125,0.0375,186.0,9.52341e-05,9.30615e-05,856.081,0.0346907,-0.0152699,-0.460731,4677.54,-2935.7,7613.24,1120290.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,6,0.0375,0.04375,254.0,0.00013005,0.000129877,880.231,0.0409855,-0.460731,2.86958,-25607.9,-11770.1,-13837.8,-2036240.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,7,0.04375,0.05,522.0,0.000267266,0.000172829,754.876,0.0481261,2.86958,40.2907,-140014.0,7041.07,-147055.0,-21639200.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,0,0.0,0.00625,1.0,5.12009e-07,1.02265e-06,903.165,3.55201e-15,0.0,-0.00200163,3909.36,87.9403,3821.42,562321.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,1,0.00625,0.0125,18.0,9.21615e-06,7.15858e-06,909.291,0.0102092,-0.00200163,0.0200199,-2389.45,-3020.01,630.562,92787.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,2,0.0125,0.01875,38.0,1.94563e-05,1.94304e-05,899.49,0.0167416,0.0200199,0.121273,-5204.13,-3572.7,-1631.43,-240065.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,3,0.01875,0.025,66.0,3.37927e-05,3.78382e-05,877.647,0.0221491,0.121273,0.204838,-2472.86,-1269.92,-1202.94,-177012.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,4,0.025,0.03125,128.0,6.55376e-05,6.23819e-05,854.871,0.0280839,0.204838,-0.0152699,3358.49,1047.48,2311.01,340065.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,5,0.03125,0.0375,186.0,9.52343e-05,9.30615e-05,856.081,0.0346907,-0.0152699,-0.460732,4677.54,-2935.68,7613.22,1120290.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,6,0.0375,0.04375,254.0,0.00013005,0.000129877,880.231,0.0409856,-0.460732,2.86958,-25607.9,-11770.1,-13837.8,-2036230.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00104564,7,0.04375,0.05,522.0,0.000267267,0.000172829,754.876,0.0481261,2.86958,40.2907,-140014.0,7041.06,-147055.0,-21639200.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,0,0.0,0.00625,1.0,5.12011e-07,1.02265e-06,863.921,4.52412e-15,0.0,0.0017898,-3495.62,-2214.99,-1280.63,-188445.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,1,0.00625,0.0125,18.0,9.21618e-06,7.15858e-06,858.444,0.0102092,0.0017898,0.0215078,-2139.5,-2201.81,62.3072,9168.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,2,0.0125,0.01875,38.0,1.94564e-05,1.94304e-05,847.914,0.0167416,0.0215078,0.0584014,-1896.22,-1642.05,-254.164,-37400.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,3,0.01875,0.025,66.0,3.37928e-05,3.78382e-05,837.396,0.0221491,0.0584014,0.0941905,-1059.07,-1220.11,161.036,23696.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,4,0.025,0.03125,128.0,6.55378e-05,6.23819e-05,826.922,0.0280839,0.0941905,0.18032,-1314.2,-1433.86,119.651,17606.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,5,0.03125,0.0375,186.0,9.52345e-05,9.30615e-05,812.637,0.0346908,0.18032,0.364017,-1928.88,-1542.3,-386.583,-56885.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,6,0.0375,0.04375,254.0,0.000130051,0.000129877,793.556,0.0409856,0.364017,0.56018,-1508.37,-369.361,-1139.0,-167605.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,7,0.04375,0.05,522.0,0.000267267,0.000172829,769.085,0.0481261,0.56018,41.0491,-151493.0,1434.87,-152927.0,-22503300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,0,0.0,0.00625,1.0,5.12013e-07,1.02265e-06,863.921,5.51836e-15,0.0,0.00178979,-3495.6,-2214.98,-1280.62,-188443.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,1,0.00625,0.0125,18.0,9.21621e-06,7.15858e-06,858.444,0.0102092,0.00178979,0.0215078,-2139.49,-2201.81,62.3134,9169.41
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,2,0.0125,0.01875,38.0,1.94565e-05,1.94304e-05,847.914,0.0167416,0.0215078,0.0584014,-1896.21,-1642.05,-254.161,-37399.8
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,3,0.01875,0.025,66.0,3.37929e-05,3.78382e-05,837.396,0.0221491,0.0584014,0.0941904,-1059.07,-1220.11,161.037,23696.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,4,0.025,0.03125,128.0,6.55379e-05,6.23819e-05,826.922,0.0280839,0.0941904,0.18032,-1314.2,-1433.85,119.654,17607.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,5,0.03125,0.0375,186.0,9.52348e-05,9.30615e-05,812.637,0.0346908,0.18032,0.364017,-1928.89,-1542.3,-386.588,-56886.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,6,0.0375,0.04375,254.0,0.000130051,0.000129877,793.556,0.0409856,0.364017,0.56018,-1508.36,-369.357,-1139.0,-167604.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00112607,7,0.04375,0.05,522.0,0.000267267,0.000172829,769.085,0.0481261,0.56018,41.0491,-151492.0,1434.87,-152927.0,-22503200.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,0,0.0,0.00625,1.0,5.12016e-07,1.02265e-06,804.788,6.77459e-15,0.0,-0.00122327,2389.13,483.39,1905.74,280430.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,1,0.00625,0.0125,18.0,9.21625e-06,7.15858e-06,808.532,0.0102093,-0.00122327,0.00458056,-629.739,-853.389,223.65,32910.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,2,0.0125,0.01875,38.0,1.94565e-05,1.94304e-05,806.29,0.0167417,0.00458056,0.036057,-1617.78,-1321.36,-296.428,-43619.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,3,0.01875,0.025,66.0,3.3793e-05,3.78382e-05,799.795,0.0221491,0.036057,0.0767517,-1204.24,-1099.93,-104.306,-15348.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,4,0.025,0.03125,128.0,6.55381e-05,6.23819e-05,791.261,0.0280839,0.0767517,0.130122,-814.333,-1021.29,206.955,30453.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,5,0.03125,0.0375,186.0,9.5235e-05,9.30615e-05,780.952,0.0346908,0.130122,0.16691,-386.291,-1252.95,866.658,127529.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,6,0.0375,0.04375,254.0,0.000130051,0.000129877,772.204,0.0409857,0.16691,0.647349,-3694.23,-1612.12,-2082.12,-306384.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,7,0.04375,0.05,522.0,0.000267268,0.000172829,743.925,0.0481262,0.647349,39.7062,-146141.0,1745.11,-147887.0,-21761500.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,0,0.0,0.00625,1.0,5.12018e-07,1.02265e-06,804.788,8.04836e-15,0.0,-0.00122327,2389.11,483.391,1905.72,280427.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,1,0.00625,0.0125,18.0,9.21629e-06,7.15858e-06,808.532,0.0102093,-0.00122327,0.00458055,-629.735,-853.387,223.652,32910.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,2,0.0125,0.01875,38.0,1.94566e-05,1.94304e-05,806.29,0.0167417,0.00458055,0.036057,-1617.78,-1321.35,-296.424,-43618.8
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,3,0.01875,0.025,66.0,3.37931e-05,3.78382e-05,799.795,0.0221492,0.036057,0.0767517,-1204.23,-1099.93,-104.304,-15348.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,4,0.025,0.03125,128.0,6.55383e-05,6.23819e-05,791.261,0.028084,0.0767517,0.130121,-814.328,-1021.28,206.956,30453.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,5,0.03125,0.0375,186.0,9.52352e-05,9.30615e-05,780.952,0.0346909,0.130121,0.16691,-386.296,-1252.95,866.652,127528.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,6,0.0375,0.04375,254.0,0.000130051,0.000129877,772.204,0.0409857,0.16691,0.647349,-3694.23,-1612.11,-2082.11,-306383.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0012065,7,0.04375,0.05,522.0,0.000267268,0.000172829,743.925,0.0481262,0.647349,39.7062,-146141.0,1745.11,-147886.0,-21761500.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,0,0.0,0.00625,1.0,5.12021e-07,1.02265e-06,739.959,9.50672e-15,0.0,-0.00437704,8548.57,3438.69,5109.87,751918.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,1,0.00625,0.0125,18.0,9.21633e-06,7.15858e-06,753.355,0.0102093,-0.00437704,-0.0155446,1211.72,875.618,336.101,49457.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,2,0.0125,0.01875,38.0,1.94566e-05,1.94304e-05,760.965,0.0167417,-0.0155446,0.00182406,-892.687,-623.289,-269.398,-39641.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,3,0.01875,0.025,66.0,3.37932e-05,3.78382e-05,760.636,0.0221492,0.00182406,0.0350028,-981.816,-727.736,-254.08,-37387.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,4,0.025,0.03125,128.0,6.55385e-05,6.23819e-05,756.744,0.028084,0.0350028,0.0553779,-310.888,-606.723,295.835,43532.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,5,0.03125,0.0375,186.0,9.52354e-05,9.30615e-05,752.357,0.0346909,0.0553779,-0.025576,850.04,-1149.25,1999.29,294196.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,6,0.0375,0.04375,254.0,0.000130051,0.000129877,753.697,0.0409857,-0.025576,0.758789,-6031.19,-2921.21,-3109.98,-457634.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00128693,7,0.04375,0.05,522.0,0.000267268,0.000172829,720.55,0.0481262,0.758789,38.4586,-141056.0,2080.35,-143137.0,-21062600.0
